Index;Date de la demande;Année de naissance;sexe;nb_enfants_conduite_accompagne;nb_enfants_;points_perdus_;revenus_;val_residence_princ_;usage_vehicule;type_vehicule;age_vehicule_;type_conduite;formule;tarif_devis_;Code postal;
155;01/02/2022;1948;F;non;entre 1 et 2;0;25 000 - 40 000;0;Commercial;Pickup;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;91100;
156;01/01/2022;1941;M;oui;3+;0;60 000+;400 000+;Commercial;Van;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;35300;
157;01/04/2022;1955;F;non;entre 1 et 2;entre 1 et 6;15 000 - 25 000;80 000 - 150 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;81000;
158;01/04/2022;1951;M;non;0;0;60 000+;250 000 - 400 000;Private;Pickup;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;28700;
159;01/05/2022;1939;M;non;0;0;60 000+;250 000 - 400 000;Commercial;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;49000;
160;01/02/2022;1958;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;66000;
161;01/05/2022;1954;M;oui;entre 1 et 2;0;60 000+;250 000 - 400 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;95610;
162;01/03/2022;1991;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 400 et 500;24100;
163;01/02/2022;1975;F;oui;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 10 et 15;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;70100;
164;01/04/2022;1952;F;non;entre 1 et 2;0;40 000 - 60 000;150 000 - 250 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;44320;
165;01/04/2022;1969;F;non;0;entre 1 et 6;0 - 15 000;0;Private;Sports Car;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;66370;
166;01/04/2022;1972;F;oui;entre 1 et 2;entre 1 et 6;0 - 15 000;0;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;24100;
167;01/05/2022;1932;F;non;entre 1 et 2;0;60 000+;250 000 - 400 000;Private;Sports Car;15+;Highly Urban/ Urban;dev_integral;entre 200 et 300;33000;
168;01/05/2022;2000;F;non;entre 1 et 2;0;40 000 - 60 000;0;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;59290;
169;01/04/2022;1967;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Panel Truck;non renseigné;Highly Urban/ Urban;dev_integral;entre 200 et 300;14400;
170;01/05/2022;1950;F;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Commercial;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;92110;
171;01/02/2022;1984;M;non;3+;entre 1 et 6;60 000+;150 000 - 250 000;Private;Pickup;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;25000;
172;01/05/2022;1994;F;non;0;entre 1 et 6;0 - 15 000;80 000 - 150 000;Commercial;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;4370;
173;01/02/2022;1967;M;non;0;0;60 000+;250 000 - 400 000;Commercial;Minivan;entre 10 et 15;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;34400;
174;01/05/2022;1973;F;non;entre 1 et 2;0;60 000+;150 000 - 250 000;Private;Minivan;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;90100;
175;01/04/2022;1970;M;non;0;entre 1 et 6;0 - 15 000;0;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;42800;
176;01/01/2022;1947;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Pickup;non renseigné;Highly Urban/ Urban;dev_integral;entre 200 et 300;11220;
177;01/02/2022;1965;F;non;0;0;0 - 15 000;0;Commercial;Van;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;62217;
178;01/01/2022;1993;M;non;0;0;0 - 15 000;0;Private;Sports Car;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;14220;
179;01/01/2022;1960;M;non;3+;0;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;26000;
180;01/05/2022;1968;F;non;entre 1 et 2;0;40 000 - 60 000;150 000 - 250 000;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 500 et 600;7700;
181;01/05/2022;1941;F;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Pickup;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;13080;
182;01/02/2022;1998;F;oui;3+;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Commercial;Van;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;56340;
183;01/01/2022;1970;M;non;0;0;60 000+;400 000+;Commercial;Panel Truck;entre 10 et 15;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;16120;
184;01/01/2022;1938;F;non;0;0;60 000+;0;Private;Van;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 300 et 400;64000;
185;01/05/2022;1955;F;non;0;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;;
186;01/04/2022;2000;M;oui;3+;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;27130;
187;01/03/2022;1957;F;non;0;0;15 000 - 25 000;0;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;59142;
188;01/05/2022;2003;F;non;entre 1 et 2;0;15 000 - 25 000;80 000 - 150 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;3310;
189;01/01/2022;1953;F;non;0;0;15 000 - 25 000;80 000 - 150 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 400 et 500;28000;
190;01/05/2022;2012;F;non;0;0;60 000+;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_vip;entre 500 et 600;79500;
191;01/05/2022;1975;M;non;0;entre 1 et 6;60 000+;0;Commercial;Van;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;6510;
192;01/01/2022;2017;M;non;0;entre 1 et 6;25 000 - 40 000;80 000 - 150 000;Private;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 400 et 500;35000;
193;01/01/2022;1956;F;non;0;0;60 000+;250 000 - 400 000;Private;Sports Car;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;51300;
194;01/01/2022;1995;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Panel Truck;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 400 et 500;13080;
195;01/02/2022;1972;F;non;0;0;60 000+;400 000+;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;93100;
196;01/04/2022;1957;F;non;entre 1 et 2;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 300 et 400;39000;
197;01/02/2022;1969;F;non;3+;entre 1 et 6;40 000 - 60 000;0;Private;Minivan;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;28300;
198;01/04/2022;1939;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Panel Truck;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;48000;
199;01/05/2022;1974;F;non;entre 1 et 2;0;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;25200;
200;01/02/2022;1957;F;non;0;0;25 000 - 40 000;150 000 - 250 000;Commercial;Minivan;non renseigné;z_Highly Rural/ Rural;dev_express;entre 200 et 300;84160;
201;01/03/2022;2008;M;non;0;entre 7 et 11;40 000 - 60 000;80 000 - 150 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;42680;
202;01/05/2022;1951;M;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;37800;
203;01/04/2022;1960;M;oui;entre 1 et 2;0;40 000 - 60 000;150 000 - 250 000;Commercial;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 400 et 500;9500;
204;01/04/2022;1946;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;z_SUV;entre 10 et 15;z_Highly Rural/ Rural;dev_premium;entre 500 et 600;27310;
205;01/04/2022;1940;M;non;entre 1 et 2;entre 1 et 6;25 000 - 40 000;80 000 - 150 000;Private;Sports Car;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;80430;
206;01/03/2022;1972;M;non;0;0;40 000 - 60 000;0;Commercial;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;4800;
207;01/05/2022;1941;M;non;0;entre 1 et 6;60 000+;0;Commercial;Minivan;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;51000;
208;01/02/2022;1964;M;non;0;0;15 000 - 25 000;0;Private;Minivan;entre 10 et 15;z_Highly Rural/ Rural;dev_express;entre 200 et 300;52100;
209;01/04/2022;1961;M;oui;entre 1 et 2;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 500 et 600;20000;
210;01/04/2022;1971;F;non;3+;0;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;91390;
211;01/01/2022;2004;F;oui;entre 1 et 2;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Minivan;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;24130;
212;01/03/2022;1974;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;1190;
213;01/05/2022;1960;F;non;0;entre 1 et 6;40 000 - 60 000;0;Private;z_SUV;non renseigné;Highly Urban/ Urban;dev_integral;entre 200 et 300;58490;
214;01/01/2022;1973;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;9100;
215;01/02/2022;1966;M;non;entre 1 et 2;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Van;non renseigné;Highly Urban/ Urban;dev_integral;entre 200 et 300;47300;
216;01/01/2022;1959;M;non;0;0;60 000+;250 000 - 400 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 500 et 600;56860;
217;01/03/2022;1970;F;non;3+;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;1000;
218;01/04/2022;2017;F;non;0;entre 7 et 11;60 000+;0;Private;z_SUV;15+;Highly Urban/ Urban;dev_premium;entre 400 et 500;92250;
219;01/04/2022;1960;M;non;0;0;15 000 - 25 000;80 000 - 150 000;Private;Sports Car;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 500 et 600;82100;
220;01/04/2022;1953;M;oui;3+;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Minivan;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;40600;
221;01/01/2022;1950;M;non;3+;0;60 000+;250 000 - 400 000;Private;Sports Car;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;68270;
222;01/05/2022;1955;M;oui;entre 1 et 2;0;0 - 15 000;150 000 - 250 000;Commercial;Pickup;15+;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;93100;
223;01/01/2022;1993;F;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 500 et 600;23210;
224;01/01/2022;2019;F;non;3+;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;41700;
225;01/05/2022;1940;F;non;0;0;25 000 - 40 000;150 000 - 250 000;Commercial;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;79000;
226;01/05/2022;1968;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;30129;
227;01/03/2022;1958;F;non;0;entre 1 et 6;25 000 - 40 000;0;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;74500;
228;01/02/2022;1997;M;non;entre 1 et 2;0;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;12800;
229;01/03/2022;1954;F;non;0;0;0 - 15 000;0;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_premium;entre 300 et 400;59495;
230;01/01/2022;1941;F;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;9000;
231;01/05/2022;1997;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;z_SUV;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;11000;
232;01/05/2022;2020;M;oui;entre 1 et 2;0;60 000+;150 000 - 250 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;59580;
233;01/01/2022;1992;F;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Private;Minivan;non renseigné;Highly Urban/ Urban;dev_express;entre 200 et 300;18160;
234;01/01/2022;1980;F;non;0;entre 1 et 6;60 000+;0;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;51530;
235;01/04/2022;1956;F;non;entre 1 et 2;entre 1 et 6;15 000 - 25 000;0;Private;z_SUV;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;24130;
236;01/03/2022;1955;M;non;0;0;40 000 - 60 000;150 000 - 250 000;Private;Pickup;15+;Highly Urban/ Urban;dev_integral;entre 200 et 300;91700;
237;01/03/2022;1986;F;non;0;0;60 000+;400 000+;Commercial;Panel Truck;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 500 et 600;43220;
238;01/03/2022;1957;F;non;0;0;60 000+;400 000+;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;53410;
239;01/05/2022;1951;M;non;entre 1 et 2;entre 1 et 6;25 000 - 40 000;0;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;8000;
240;01/02/2022;1954;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;63430;
241;01/05/2022;1981;F;non;0;0;60 000+;0;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;14123;
242;01/02/2022;1960;M;non;0;0;60 000+;250 000 - 400 000;Commercial;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;26000;
243;01/03/2022;1940;F;non;0;0;0 - 15 000;0;Commercial;Pickup;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;15210;
244;01/05/2022;1945;F;oui;entre 1 et 2;entre 1 et 6;60 000+;0;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;87000;
245;01/05/2022;2013;M;non;entre 1 et 2;entre 1 et 6;40 000 - 60 000;0;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;38470;
246;01/01/2022;1937;F;non;0;entre 1 et 6;0 - 15 000;150 000 - 250 000;Private;Van;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;44620;
247;01/05/2022;1990;M;oui;entre 1 et 2;0;60 000+;150 000 - 250 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;65110;
248;01/01/2022;2015;M;non;3+;0;0 - 15 000;80 000 - 150 000;Commercial;Van;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;38150;
249;01/04/2022;1987;M;non;0;0;25 000 - 40 000;150 000 - 250 000;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;18800;
250;01/04/2022;1993;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 200 et 300;52000;
251;01/01/2022;2006;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;z_SUV;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;10450;
252;01/05/2022;1987;F;non;0;entre 1 et 6;40 000 - 60 000;0;Commercial;z_SUV;entre 10 et 15;z_Highly Rural/ Rural;dev_express;entre 200 et 300;88000;
253;01/01/2022;1969;M;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_premium;entre 400 et 500;16130;
254;01/02/2022;1966;F;non;0;0;60 000+;250 000 - 400 000;Private;Van;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;90000;
255;01/04/2022;2016;M;non;0;0;25 000 - 40 000;0;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;89380;
256;01/05/2022;1963;M;non;3+;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Van;non renseigné;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;3000;
257;01/02/2022;1965;M;non;3+;0;0 - 15 000;150 000 - 250 000;Private;Minivan;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;94210;
258;01/02/2022;2002;F;oui;3+;0;25 000 - 40 000;0;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;51000;
259;01/03/2022;1937;F;non;0;0;15 000 - 25 000;0;Private;Minivan;entre 1 et 3;z_Highly Rural/ Rural;dev_premium;entre 400 et 500;84150;
260;01/02/2022;1954;F;non;0;entre 1 et 6;40 000 - 60 000;0;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;9100;
261;01/04/2022;2014;F;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;89300;
262;01/02/2022;1944;F;non;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;25110;
263;01/03/2022;2015;M;non;0;0;60 000+;0;Commercial;Pickup;15+;Highly Urban/ Urban;dev_integral;entre 200 et 300;34700;
264;01/03/2022;2010;M;non;0;entre 7 et 11;60 000+;0;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;30400;
265;01/05/2022;1947;M;non;0;entre 1 et 6;0 - 15 000;80 000 - 150 000;Private;z_SUV;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;20240;
266;01/04/2022;1967;M;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Private;z_SUV;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;11170;
267;01/01/2022;1973;M;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_premium;entre 300 et 400;46090;
268;01/03/2022;2009;M;non;0;entre 1 et 6;60 000+;400 000+;Commercial;Panel Truck;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;32000;
269;01/01/2022;1953;F;non;0;0;60 000+;150 000 - 250 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;23800;
270;01/05/2022;1965;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 300 et 400;2400;
271;01/02/2022;1988;F;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;29750;
272;01/02/2022;1955;M;non;0;entre 1 et 6;60 000+;400 000+;Commercial;Pickup;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;93200;
273;01/04/2022;1981;F;non;0;entre 1 et 6;60 000+;150 000 - 250 000;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;90150;
274;01/01/2022;2001;M;non;0;0;60 000+;150 000 - 250 000;Private;Van;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;39400;
275;01/04/2022;1974;M;non;entre 1 et 2;entre 1 et 6;40 000 - 60 000;0;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;14000;
276;01/04/2022;1938;F;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Panel Truck;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;57160;
277;01/01/2022;1988;M;oui;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;;
278;01/03/2022;1965;M;non;0;entre 1 et 6;25 000 - 40 000;0;Commercial;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;27570;
279;01/03/2022;2000;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_integral;entre 300 et 400;22740;
280;01/01/2022;1951;M;non;0;entre 1 et 6;0 - 15 000;0;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 200 et 300;64000;
281;01/05/2022;1966;M;non;0;0;60 000+;150 000 - 250 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;10800;
282;01/01/2022;2018;M;non;0;entre 1 et 6;0 - 15 000;0;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 500 et 600;62110;
283;01/03/2022;2018;F;non;0;0;60 000+;0;Private;Sports Car;entre 10 et 15;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;53500;
284;01/04/2022;1978;F;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;87700;
285;01/02/2022;1938;F;non;0;0;60 000+;150 000 - 250 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;80300;
286;01/01/2022;2006;F;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Pickup;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;73000;
287;01/01/2022;1983;F;non;0;0;25 000 - 40 000;80 000 - 150 000;Commercial;Pickup;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 300 et 400;39700;
288;01/01/2022;1952;M;non;0;entre 1 et 6;0 - 15 000;150 000 - 250 000;Private;Minivan;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;40390;
289;01/02/2022;1947;F;non;0;0;60 000+;0;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;47310;
290;01/01/2022;1964;M;non;entre 1 et 2;entre 1 et 6;60 000+;150 000 - 250 000;Private;Pickup;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 500 et 600;56800;
291;01/03/2022;1966;M;non;0;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_express;entre 200 et 300;83000;
292;01/03/2022;2006;M;non;0;0;40 000 - 60 000;150 000 - 250 000;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;87430;
293;01/03/2022;2020;M;non;0;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;Minivan;non renseigné;Highly Urban/ Urban;dev_integral;entre 300 et 400;56700;
294;01/05/2022;2017;M;non;0;0;60 000+;150 000 - 250 000;Commercial;Van;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 300 et 400;3100;
295;01/05/2022;2001;F;non;entre 1 et 2;entre 1 et 6;25 000 - 40 000;150 000 - 250 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;57700;
296;01/05/2022;1977;F;non;entre 1 et 2;0;60 000+;250 000 - 400 000;Private;z_SUV;entre 10 et 15;Highly Urban/ Urban;dev_integral;entre 300 et 400;32190;
297;01/04/2022;2010;F;non;0;entre 1 et 6;40 000 - 60 000;0;Private;z_SUV;non renseigné;Highly Urban/ Urban;dev_premium;entre 500 et 600;28220;
298;01/02/2022;1934;F;oui;entre 1 et 2;entre 1 et 6;60 000+;250 000 - 400 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;93800;
299;01/04/2022;1955;F;non;0;entre 1 et 6;60 000+;0;Private;Pickup;entre 4 et 10;Highly Urban/ Urban;dev_integral;entre 200 et 300;70400;
300;01/03/2022;2004;F;non;3+;entre 1 et 6;40 000 - 60 000;150 000 - 250 000;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;62217;
301;01/05/2022;1979;M;non;0;0;15 000 - 25 000;80 000 - 150 000;Commercial;Sports Car;entre 1 et 3;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;47800;
302;01/04/2022;2020;F;non;entre 1 et 2;0;60 000+;0;Private;Pickup;entre 4 et 10;z_Highly Rural/ Rural;dev_integral;entre 200 et 300;34210;
303;01/05/2022;1973;F;non;3+;0;0 - 15 000;0;Private;z_SUV;entre 1 et 3;z_Highly Rural/ Rural;dev_express;entre 200 et 300;82370;
304;01/05/2022;1954;F;oui;3+;entre 1 et 6;0 - 15 000;0;Private;Minivan;entre 1 et 3;Highly Urban/ Urban;dev_integral;entre 300 et 400;62420;
305;01/03/2022;1943;F;non;0;0;40 000 - 60 000;150 000 - 250 000;Private;Pickup;entre 4 et 10;z_Highly Rural/ Rural;dev_express;entre 200 et 300;72000;
306;01/01/2022;1954;F;non;0;0;60 000+;0;Private;Sports Car;entre 10 et 15;Highly Urban/ Urban;dev_express;entre 200 et 300;84000;
307;01/01/2022;2013;M;non;0;entre 1 et 6;60 000+;250 000 - 400 000;Commercial;Pickup;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;46400;
308;01/05/2022;1951;F;non;0;0;0 - 15 000;80 000 - 150 000;Private;z_SUV;entre 1 et 3;Highly Urban/ Urban;dev_express;entre 200 et 300;23200;
309;01/02/2022;2005;F;non;0;0;60 000+;150 000 - 250 000;Private;Minivan;entre 10 et 15;Highly Urban/ Urban;dev_premium;entre 400 et 500;41600;
310;01/01/2022;1971;F;non;0;entre 1 et 6;60 000+;0;Commercial;Panel Truck;15+;Highly Urban/ Urban;dev_express;entre 200 et 300;54280;
